MSSubClass,MSZoning,LotArea,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,Exterior1st,ExterQual,Foundation,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,Heating,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,SalePrice
20,RL,9600,Corner,NAmes,1Fam,1Story,5,6,1959,Gable,MetalSd,TA,CBlock,991,50,1041,GasA,1041,0,1041,1,0,1,0,3,1,TA,1,270,224,88,0,7,2009,124500
20,RL,14559,Inside,NAmes,1Fam,1Story,5,7,1951,Hip,Wd Sdng,Gd,CBlock,650,178,1008,GasA,1363,0,1363,1,0,1,0,2,1,TA,1,288,324,42,0,6,2009,164900
120,RL,6792,Inside,NridgHt,TwnhsE,1Story,7,5,2005,Gable,VinylSd,Gd,PConc,0,1368,1368,GasA,1368,0,1368,0,0,2,0,2,1,Gd,2,474,132,35,0,3,2006,202665
20,RL,9100,Corner,NAmes,1Fam,1Story,5,5,1958,Gable,VinylSd,TA,CBlock,521,169,864,GasA,864,0,864,1,0,1,0,3,1,TA,2,624,0,0,0,7,2006,129900
20,RL,9187,Corner,Mitchel,1Fam,1Story,6,5,1983,Gable,VinylSd,TA,PConc,336,748,1084,GasA,1080,0,1080,0,0,1,1,3,1,TA,2,484,120,0,158,6,2007,134000
45,RL,10594,Inside,Crawfor,1Fam,1.5Unf,5,5,1926,Gable,Wd Sdng,TA,BrkTil,0,768,768,Grav,789,0,789,0,0,1,0,2,1,TA,1,200,0,0,112,6,2007,96500
20,RL,12220,Inside,NridgHt,1Fam,1Story,10,5,2009,Hip,CemntBd,Ex,CBlock,1436,570,2006,GasA,2020,0,2020,1,0,2,1,3,1,Ex,3,900,156,54,0,9,2009,402861
80,RL,10448,Corner,NWAmes,1Fam,SLvl,6,6,1972,Gable,HdBoard,TA,CBlock,0,689,689,GasA,1378,741,2119,0,0,2,1,3,1,TA,2,583,0,104,0,8,2009,158000
60,RL,10208,Inside,NoRidge,1Fam,2Story,7,5,1996,Gable,VinylSd,Gd,PConc,0,1264,1264,GasA,1277,1067,2344,0,0,2,1,3,1,Gd,3,889,220,0,0,7,2009,265000
60,RL,9531,CulDSac,CollgCr,1Fam,2Story,6,5,1998,Gable,VinylSd,TA,PConc,706,88,794,GasA,882,914,1796,1,0,2,1,3,1,TA,2,546,0,36,0,5,2007,211000
70,RL,10918,Inside,Crawfor,1Fam,2Story,7,9,1926,Gambrel,MetalSd,Gd,BrkTil,0,1276,1276,GasA,1276,804,2080,0,0,1,1,3,1,Gd,1,282,0,0,0,6,2009,234000
190,RL,10800,Inside,OldTown,2fmCon,2Story,4,7,1900,Gable,MetalSd,TA,BrkTil,0,0,0,GasA,694,600,1294,0,0,2,0,3,2,TA,0,0,220,114,210,8,2008,106250
20,RL,11988,Corner,NAmes,1Fam,1Story,6,6,1957,Gable,VinylSd,TA,CBlock,777,467,1244,GasA,1244,0,1244,0,0,1,1,3,1,TA,1,336,0,40,0,5,2007,150000
50,RM,5000,Corner,BrkSide,1Fam,1.5Fin,6,7,1947,Gable,CemntBd,TA,CBlock,399,605,1004,GasA,1004,660,1664,0,0,2,0,3,1,TA,2,420,0,24,36,10,2006,159000
60,RL,40094,Inside,Edwards,1Fam,2Story,10,5,2007,Hip,CemntBd,Ex,PConc,2260,878,3138,GasA,3138,1538,4676,1,0,3,1,3,1,Ex,3,884,208,406,0,10,2007,184750
60,RL,11787,Inside,NoRidge,1Fam,2Story,7,5,1996,Gable,VinylSd,Gd,PConc,719,660,1379,GasA,1383,1015,2398,1,0,2,1,3,1,Gd,3,834,239,60,0,8,2007,315750
20,FV,7500,Inside,Somerst,1Fam,1Story,7,5,2005,Gable,VinylSd,Gd,PConc,0,1257,1257,GasA,1266,0,1266,0,0,2,0,3,1,Gd,2,453,38,144,0,4,2006,176000
20,RL,13300,Inside,NAmes,1Fam,1Story,5,7,1956,Hip,Wd Sdng,TA,CBlock,377,551,928,GasA,928,0,928,0,0,1,0,2,1,TA,1,252,261,0,156,6,2007,132000
60,RL,14948,Inside,NridgHt,1Fam,2Story,9,5,2008,Hip,VinylSd,Ex,PConc,1330,122,1452,GasA,1476,1237,2713,1,0,2,1,3,1,Ex,3,858,126,66,0,11,2008,446261
30,RL,9098,Inside,Edwards,1Fam,1Story,4,7,1920,Gable,Wd Sdng,TA,BrkTil,348,180,528,GasA,605,0,605,1,0,1,0,2,1,TA,0,0,0,0,144,7,2007,86000
20,RL,32668,CulDSac,Crawfor,1Fam,1Story,6,3,1957,Hip,Wd Sdng,Gd,PConc,1219,816,2035,GasA,2515,0,2515,1,0,3,0,4,2,TA,2,484,0,0,200,3,2007,200624
80,RL,10200,Inside,Timber,1Fam,SLvl,6,5,1988,Gable,HdBoard,Gd,CBlock,783,678,1461,GasA,1509,0,1509,1,0,2,0,3,1,Gd,2,600,224,0,0,8,2008,175000
70,RM,6155,FR3,BrkSide,1Fam,2Story,6,8,1920,Gable,Wd Sdng,TA,BrkTil,0,611,611,GasA,751,611,1362,0,0,2,0,3,1,TA,2,502,0,0,84,6,2008,128000
20,RL,7200,Inside,NAmes,1Fam,1Story,5,7,1955,Gable,VinylSd,TA,Slab,0,0,0,GasA,827,0,827,0,0,1,0,2,1,TA,1,392,0,0,0,4,2010,107500
20,RL,5000,Inside,BrkSide,1Fam,1Story,1,3,1946,Gable,VinylSd,Fa,Slab,0,0,0,GasA,334,0,334,0,0,1,0,1,1,Fa,0,0,0,0,0,1,2007,39300
60,RL,9056,Inside,Gilbert,1Fam,2Story,8,5,2004,Gable,VinylSd,Gd,PConc,0,707,707,GasA,707,707,1414,0,0,2,1,3,1,Gd,2,403,100,35,0,10,2006,178000
190,RL,7000,Inside,Edwards,2fmCon,2Story,5,7,1910,Gable,MetalSd,TA,CBlock,969,148,1117,GasA,820,527,1347,1,0,1,0,3,1,TA,0,0,85,0,148,1,2008,107500
60,RL,8924,CulDSac,CollgCr,1Fam,2Story,7,5,1998,Gable,VinylSd,TA,PConc,0,880,880,GasA,880,844,1724,0,0,2,1,3,1,Gd,2,527,120,155,0,7,2008,188000
20,RL,12735,FR2,NAmes,1Fam,1Story,4,5,1972,Hip,MetalSd,TA,CBlock,600,264,864,GasA,864,0,864,0,0,1,0,3,1,TA,2,576,216,0,0,4,2008,111250
20,RL,11553,Inside,Sawyer,1Fam,1Story,5,5,1968,Hip,Plywood,TA,CBlock,673,378,1051,GasA,1159,0,1159,0,0,1,1,3,1,TA,1,336,466,0,0,7,2006,158000
20,RL,11423,Inside,CollgCr,1Fam,1Story,8,5,2001,Gable,VinylSd,Gd,PConc,1358,223,1581,GasA,1601,0,1601,1,0,2,0,3,1,Gd,2,670,180,0,0,5,2010,272000
20,RL,14601,Inside,Timber,1Fam,1Story,9,5,2006,Hip,VinylSd,Ex,PConc,1260,578,1838,GasA,1838,0,1838,1,0,2,0,2,1,Ex,3,765,270,68,0,3,2009,315000
60,RL,11000,FR2,NoRidge,1Fam,2Story,8,5,2000,Gable,VinylSd,Gd,PConc,0,969,969,GasA,997,1288,2285,0,0,2,1,4,1,Gd,3,648,0,56,0,6,2007,248000
20,RL,10140,Inside,NWAmes,1Fam,1Story,7,5,1998,Hip,VinylSd,Gd,PConc,144,379,1650,GasA,1680,0,1680,1,0,2,0,3,1,Gd,2,583,78,73,0,6,2009,213250
120,RH,4058,Inside,NAmes,TwnhsE,SFoyer,7,5,1998,Gable,MetalSd,TA,PConc,584,0,723,GasA,767,0,767,1,0,1,0,1,1,TA,1,367,120,40,0,6,2007,133000
60,RL,17104,Inside,Gilbert,1Fam,2Story,7,5,2006,Gable,VinylSd,Gd,PConc,554,100,654,GasA,664,832,1496,1,0,2,1,3,1,Gd,2,426,100,24,0,9,2006,179665
50,RL,13837,Corner,NWAmes,1Fam,1.5Fin,7,5,1988,Gable,HdBoard,Gd,PConc,1002,0,1204,GasA,1377,806,2183,0,0,2,1,4,1,Gd,3,786,0,0,0,2,2006,229000
50,RL,8737,Inside,BrkSide,1Fam,1.5Fin,6,7,1923,Gable,BrkFace,TA,BrkTil,300,765,1065,GasA,915,720,1635,0,0,1,1,3,1,TA,2,440,0,38,0,5,2007,210000
85,RL,7244,Inside,Mitchel,1Fam,SFoyer,5,7,1970,Gable,VinylSd,TA,CBlock,619,149,768,GasA,768,0,768,1,0,1,0,2,1,TA,2,624,104,0,0,4,2007,129500
20,RM,8235,Inside,OldTown,1Fam,1Story,5,7,1955,Gable,MetalSd,TA,CBlock,180,0,825,GasA,825,0,825,1,0,1,0,2,1,TA,2,720,140,50,0,6,2008,125000
60,FV,9375,Inside,Somerst,1Fam,2Story,7,5,2003,Gable,VinylSd,Gd,PConc,0,912,912,GasA,912,1182,2094,0,0,2,1,4,1,Gd,2,615,182,182,0,11,2009,263000
120,RL,4043,Inside,NPkVill,TwnhsE,1Story,6,6,1977,Gable,Plywood,TA,CBlock,559,510,1069,GasA,1069,0,1069,0,0,2,0,2,1,TA,2,440,0,55,0,10,2008,140000
20,RM,6000,Inside,OldTown,1Fam,1Story,5,6,1957,Hip,BrkFace,TA,CBlock,308,620,928,GasA,928,0,928,0,0,1,0,3,1,TA,1,288,0,0,0,6,2008,112500
20,RL,11146,Inside,NridgHt,1Fam,1Story,8,5,2006,Gable,VinylSd,Gd,PConc,0,1709,1709,GasA,1717,0,1717,0,0,2,0,3,1,Gd,3,908,169,39,0,7,2009,255500
20,RL,8777,Inside,Edwards,1Fam,1Story,4,5,1949,Gable,VinylSd,TA,CBlock,0,0,0,GasA,1126,0,1126,0,0,2,0,2,1,Gd,2,520,0,96,0,5,2009,108000
60,RL,10625,Inside,NridgHt,1Fam,2Story,7,5,2003,Gable,VinylSd,Gd,PConc,866,132,998,GasA,1006,1040,2046,1,0,2,1,3,1,Gd,3,871,320,62,0,8,2008,284000
45,RM,6380,Inside,BrkSide,1Fam,1.5Unf,5,6,1922,Gable,MetalSd,TA,BrkTil,0,993,993,GasA,1048,0,1048,0,0,1,0,2,1,TA,1,280,0,0,116,8,2006,113000
20,RL,14850,Inside,NAmes,1Fam,1Story,5,5,1957,Gable,Wd Sdng,TA,CBlock,895,197,1092,GasA,1092,0,1092,1,0,1,0,2,1,TA,1,299,268,0,0,5,2006,141000
50,C (all),11040,Inside,IDOTRR,1Fam,1.5Fin,4,6,1920,Gable,MetalSd,TA,CBlock,637,0,637,GasA,897,439,1336,0,0,1,1,3,1,TA,1,570,0,47,120,9,2006,108000
60,RL,21872,FR2,Gilbert,1Fam,2Story,7,5,1996,Gable,HdBoard,TA,PConc,604,125,729,GasA,729,717,1446,0,1,2,1,3,1,TA,2,406,264,22,0,8,2008,175000
120,RL,3196,Inside,Blmngtn,TwnhsE,1Story,7,5,2003,Gable,VinylSd,Gd,PConc,0,1374,1374,GasA,1557,0,1557,0,0,2,0,2,1,Gd,2,420,143,20,0,10,2006,234000
20,RL,11341,Inside,Sawyer,1Fam,1Story,5,6,1957,Hip,Wd Sdng,TA,CBlock,1302,90,1392,GasA,1392,0,1392,1,0,1,1,3,1,TA,2,528,0,0,0,5,2010,121500
20,RL,10010,Inside,Mitchel,1Fam,1Story,5,5,1974,Gable,HdBoard,TA,CBlock,1071,195,1389,GasA,1389,0,1389,1,0,1,0,2,1,TA,2,418,240,38,0,4,2006,170000
30,RL,13907,Inside,Edwards,1Fam,1Story,5,6,1940,Gable,WdShing,TA,CBlock,290,706,996,GasA,996,0,996,1,0,1,0,3,1,TA,0,0,144,0,0,7,2008,108000
50,RL,21780,Inside,Edwards,1Fam,1.5Fin,6,7,1918,Gable,Wd Sdng,TA,BrkTil,0,1163,1163,GasA,1163,511,1674,0,0,2,0,4,1,TA,2,396,72,36,0,7,2008,185000
60,RL,13346,CulDSac,NoRidge,1Fam,2Story,7,5,1992,Gable,HdBoard,Gd,PConc,728,367,1095,GasA,1166,1129,2295,1,0,2,1,4,1,Gd,2,590,0,40,0,7,2006,268000
70,RL,6858,Corner,SWISU,1Fam,2Story,6,4,1915,Gable,Wd Sdng,TA,PConc,0,806,806,GasA,841,806,1647,1,0,1,1,4,1,Fa,1,216,0,66,136,5,2010,128000
60,RL,11198,Inside,StoneBr,1Fam,2Story,9,5,2005,Hip,VinylSd,Gd,PConc,0,1122,1122,GasA,1134,1370,2504,0,0,2,1,4,1,Ex,3,656,144,39,0,6,2008,325000
20,RL,10171,Inside,NridgHt,1Fam,1Story,7,5,2004,Gable,VinylSd,Gd,PConc,2,1515,1517,GasA,1535,0,1535,0,0,2,0,3,1,Gd,2,532,0,0,0,3,2010,214000
50,RL,12327,Inside,SawyerW,1Fam,1.5Fin,8,8,1983,Gable,Wd Sdng,Gd,CBlock,1441,55,1496,GasA,1496,636,2132,1,0,1,1,1,1,Gd,2,612,349,40,0,9,2009,316600
90,RL,7032,Corner,NAmes,Duplex,SFoyer,5,5,1979,Gable,MetalSd,TA,CBlock,943,0,943,GasA,943,0,943,1,0,1,0,2,1,TA,2,600,42,0,0,12,2006,135960
90,RL,13101,Inside,NAmes,Duplex,1Story,5,5,1965,Gable,HdBoard,TA,CBlock,231,1497,1728,GasA,1728,0,1728,0,0,2,0,6,2,TA,2,576,0,0,0,11,2008,142600
20,RL,7332,Inside,NAmes,1Fam,1Story,6,6,1959,Gable,WdShing,TA,CBlock,414,450,864,GasA,864,0,864,1,0,1,0,2,1,Gd,1,288,168,0,0,10,2006,120000
60,RL,13159,Corner,Timber,1Fam,2Story,7,5,2009,Gable,VinylSd,TA,PConc,0,846,846,GasA,846,846,1692,0,0,2,1,3,1,Gd,2,650,208,114,0,7,2009,224500
80,RL,9967,Inside,Gilbert,1Fam,SLvl,7,5,2000,Gable,VinylSd,TA,PConc,0,384,384,GasA,774,656,1430,0,0,2,1,3,1,TA,2,400,100,0,0,12,2007,170000
80,RL,10500,FR2,NAmes,1Fam,SLvl,5,7,1971,Gambrel,MetalSd,TA,CBlock,349,23,372,GasA,576,533,1109,0,1,1,0,3,1,TA,1,288,35,0,0,12,2007,139000
50,RL,8480,Inside,NAmes,1Fam,1.5Fin,5,5,1947,Gable,MetalSd,TA,CBlock,442,390,832,GasA,832,384,1216,0,0,1,0,2,1,TA,1,336,158,0,102,10,2008,118500
50,RL,6292,Inside,SWISU,1Fam,1.5Fin,7,7,1928,Gable,Wd Sdng,TA,BrkTil,0,861,861,GasA,877,600,1477,0,1,2,0,3,1,TA,1,216,0,50,0,8,2009,145000
80,RL,11777,Inside,Sawyer,1Fam,SLvl,5,6,1966,Gable,VinylSd,TA,CBlock,328,285,1164,GasA,1320,0,1320,1,0,1,0,3,1,TA,2,564,160,68,240,5,2006,164500
160,FV,3604,Corner,Somerst,TwnhsE,2Story,7,5,2007,Gable,VinylSd,Gd,PConc,0,689,689,GasA,703,689,1392,0,0,2,0,2,1,Gd,2,540,0,102,0,2,2008,146000
50,RM,12150,Inside,OldTown,1Fam,1.5Fin,5,5,1954,Gable,MetalSd,TA,BrkTil,0,1050,1050,GasA,1050,745,1795,0,0,2,0,4,1,TA,1,352,0,0,0,11,2008,131500
20,RL,14585,CulDSac,NAmes,1Fam,1Story,6,6,1960,Gable,Wd Sdng,TA,CBlock,594,331,1144,GasA,1429,0,1429,0,1,1,0,3,1,Gd,2,572,216,110,0,6,2007,181900
20,RL,12704,Inside,NridgHt,1Fam,1Story,8,5,2008,Hip,VinylSd,Ex,PConc,0,2042,2042,GasA,2042,0,2042,0,0,2,1,3,1,Ex,3,1390,0,90,0,8,2009,253293
90,RL,11841,Inside,Edwards,Duplex,SFoyer,6,5,1990,Gable,HdBoard,TA,CBlock,816,0,816,GasA,816,0,816,1,0,1,0,3,1,TA,0,0,0,32,0,5,2007,118500
75,RM,13500,Inside,OldTown,1Fam,2.5Unf,10,9,1893,Gable,Wd Sdng,Ex,BrkTil,0,1237,1237,GasA,1521,1254,2775,0,0,3,1,3,1,Gd,2,880,105,502,0,7,2008,325000
50,RM,6120,Inside,BrkSide,1Fam,1.5Fin,4,7,1935,Gable,AsbShng,TA,BrkTil,0,884,884,GasA,989,584,1573,0,0,1,0,3,1,Gd,1,240,0,0,54,7,2009,133000
20,RL,11443,Inside,Timber,1Fam,1Story,8,5,2005,Hip,VinylSd,Gd,PConc,1460,408,1868,GasA,2028,0,2028,1,0,2,0,2,1,Gd,3,880,326,66,0,3,2006,369900
30,RL,10267,Inside,BrkSide,1Fam,1Story,6,7,1918,Gable,Stucco,TA,BrkTil,210,0,816,GasA,838,0,838,1,0,1,0,2,1,Fa,1,275,0,0,112,5,2008,130000
85,RL,8740,Inside,Sawyer,1Fam,SFoyer,5,6,1982,Hip,HdBoard,TA,CBlock,672,168,840,GasA,860,0,860,1,0,1,0,2,1,TA,2,528,0,0,0,7,2009,137000
20,RL,25095,Inside,ClearCr,1Fam,1Story,5,8,1968,Flat,Wd Sdng,TA,CBlock,1324,113,1437,GasA,1473,0,1473,2,0,1,0,1,1,Ex,1,452,0,48,0,6,2009,143000
40,RM,9100,Inside,BrkSide,1Fam,1Story,5,6,1930,Gable,VinylSd,TA,BrkTil,0,742,742,GasA,779,0,935,0,0,1,0,2,1,TA,1,308,0,0,0,8,2008,79500
60,RL,8320,Inside,CollgCr,1Fam,2Story,7,5,2004,Gable,VinylSd,Gd,PConc,490,280,770,GasA,770,812,1582,0,0,2,1,3,1,Gd,2,520,0,45,0,9,2008,185900
60,RL,13478,Corner,NridgHt,1Fam,2Story,10,5,2008,Gable,CemntBd,Ex,PConc,1338,384,1722,GasA,1728,568,2296,1,0,2,1,3,1,Ex,3,842,382,274,0,6,2009,451950
20,RL,6600,Inside,Mitchel,1Fam,1Story,5,8,1982,Gable,HdBoard,TA,PConc,816,0,816,GasA,816,0,816,1,0,1,0,2,1,TA,2,816,0,0,0,6,2008,138000
120,RM,4435,Inside,CollgCr,TwnhsE,1Story,6,5,2003,Gable,VinylSd,Gd,PConc,685,163,848,GasA,848,0,848,1,0,1,0,1,1,Gd,2,420,140,0,0,5,2009,140000
20,RL,7990,Inside,CollgCr,1Fam,1Story,5,6,1975,Hip,HdBoard,TA,CBlock,0,924,924,GasA,924,0,924,0,0,1,0,3,1,TA,1,280,0,0,0,4,2008,110000
20,RL,11302,Inside,StoneBr,1Fam,1Story,8,5,2005,Gable,VinylSd,Gd,PConc,1422,392,1814,GasA,1826,0,1826,1,0,2,0,3,1,Gd,3,758,180,75,0,8,2006,319000
70,RM,3600,Inside,OldTown,1Fam,2Story,6,7,1910,Gable,VinylSd,TA,CBlock,0,684,684,GasA,684,684,1368,0,0,1,0,3,1,TA,1,216,0,158,0,10,2006,114504
120,RL,3922,Inside,Blmngtn,TwnhsE,1Story,7,5,2006,Gable,VinylSd,Gd,PConc,0,1258,1258,GasA,1402,0,1402,0,2,0,2,2,1,Gd,3,648,120,16,0,2,2007,194201
20,RL,12984,Inside,Crawfor,1Fam,1Story,5,6,1977,Gable,Plywood,TA,CBlock,1283,0,1430,GasA,1647,0,1647,1,0,2,0,3,1,Gd,2,621,0,0,0,3,2006,217500
160,RM,1950,Inside,Blueste,Twnhs,2Story,6,6,1980,Gable,MetalSd,TA,CBlock,81,23,716,GasA,716,840,1556,1,0,2,1,3,1,TA,2,452,161,0,0,7,2008,151000
60,RL,10927,Inside,NridgHt,1Fam,2Story,8,5,2005,Gable,VinylSd,Gd,PConc,546,512,1058,GasA,1058,846,1904,1,0,2,1,3,1,Ex,2,736,179,60,0,6,2006,275000
50,RM,9000,Inside,IDOTRR,1Fam,1.5Fin,6,6,1937,Gable,Wd Sdng,TA,PConc,0,780,780,GasA,780,595,1375,0,0,1,1,3,1,Gd,1,544,0,162,0,12,2007,141000
60,RL,10041,Inside,SawyerW,1Fam,2Story,8,5,1992,Gable,HdBoard,Gd,PConc,789,119,908,GasA,927,988,1915,1,0,2,1,3,1,Gd,2,506,120,150,0,2,2006,220000
160,FV,3182,Inside,Somerst,TwnhsE,2Story,7,5,2004,Gable,MetalSd,Gd,PConc,0,600,600,GasA,600,600,1200,0,0,2,1,2,1,Gd,2,480,0,172,0,6,2010,151000
20,RL,12803,Inside,CollgCr,1Fam,1Story,7,5,2002,Gable,VinylSd,Gd,PConc,922,572,1494,GasA,1494,0,1494,1,0,2,0,3,1,Gd,2,530,192,36,0,9,2008,221000
60,RL,13600,Inside,NAmes,1Fam,2Story,7,6,1965,Gable,HdBoard,TA,CBlock,454,314,768,GasA,1186,800,1986,0,0,2,1,3,1,TA,2,486,0,42,0,10,2009,205000
20,RL,12464,Corner,CollgCr,1Fam,1Story,5,5,1996,Gable,VinylSd,TA,PConc,732,308,1040,GasA,1040,0,1040,1,0,1,0,3,1,Gd,2,576,168,0,0,11,2009,152000
20,RL,7800,Inside,Edwards,1Fam,2Story,5,8,1948,Gable,MetalSd,TA,CBlock,603,293,896,GasA,1112,896,2008,1,0,3,0,3,1,Ex,1,230,103,0,0,8,2006,225000
70,RL,12168,Inside,Crawfor,1Fam,2Story,8,6,1934,Gable,BrkFace,TA,PConc,428,537,965,GasA,1940,1254,3194,0,0,2,1,4,1,TA,2,380,0,0,0,9,2007,359100
20,RL,7943,Inside,Sawyer,1Fam,1Story,4,5,1961,Gable,VinylSd,TA,CBlock,903,126,1029,GasA,1029,0,1029,1,0,1,0,3,1,TA,1,261,64,0,39,4,2007,118500
60,RL,11050,Inside,CollgCr,1Fam,2Story,9,5,2000,Hip,VinylSd,Gd,PConc,904,536,1440,GasA,1476,677,2153,1,0,2,1,3,1,Ex,3,736,253,142,0,5,2009,313000
80,RL,10395,FR2,NWAmes,1Fam,SLvl,6,6,1978,Gable,HdBoard,TA,CBlock,605,427,1032,GasA,1032,0,1032,0,1,2,0,3,1,TA,2,564,0,0,0,7,2007,148000
60,RL,11885,Inside,CollgCr,1Fam,2Story,8,5,2001,Gable,VinylSd,Gd,PConc,990,309,1299,GasA,1299,573,1872,1,0,2,1,3,1,Ex,2,531,160,122,0,11,2009,261500
20,RL,8402,Inside,Mitchel,1Fam,1Story,5,5,2007,Gable,VinylSd,TA,PConc,206,914,1120,GasA,1120,0,1120,0,0,1,0,3,1,TA,0,0,0,30,0,12,2007,147000
180,RM,1491,Inside,MeadowV,TwnhsE,SFoyer,4,6,1972,Gable,CemntBd,TA,CBlock,150,0,630,GasA,630,0,630,1,0,1,0,1,1,TA,0,0,96,24,0,5,2010,75500
85,RL,8800,Inside,NAmes,1Fam,SFoyer,6,7,1963,Gable,MetalSd,TA,PConc,763,173,936,GasA,1054,0,1054,1,0,1,0,3,1,Gd,2,480,120,0,0,5,2010,137500
60,RL,7861,Inside,Gilbert,1Fam,2Story,6,5,2002,Gable,VinylSd,Gd,PConc,457,326,783,GasA,807,702,1509,1,0,2,1,3,1,Gd,2,393,100,75,0,6,2006,183200
45,RL,7227,Corner,NAmes,1Fam,1.5Unf,6,6,1954,Gable,MetalSd,TA,CBlock,0,832,832,GasA,832,0,832,0,0,1,0,2,1,Gd,2,528,0,0,0,6,2008,105500
20,RL,11694,Inside,NridgHt,1Fam,1Story,9,5,2007,Hip,CemntBd,Ex,PConc,48,1774,1822,GasA,1828,0,1828,0,0,2,0,3,1,Gd,3,774,0,108,0,7,2007,314813
60,RL,12244,Inside,Timber,1Fam,2Story,8,5,2003,Hip,VinylSd,Gd,PConc,871,611,1482,GasA,1482,780,2262,1,0,2,1,4,1,Gd,3,749,168,0,0,8,2008,305000
30,RL,8248,Inside,Edwards,1Fam,1Story,3,3,1914,Gable,Stucco,TA,BrkTil,41,823,864,GasA,864,0,864,1,0,1,0,2,1,TA,0,0,0,0,100,9,2008,67000
60,RL,10800,Inside,NWAmes,1Fam,2Story,6,7,1974,Gable,HdBoard,TA,CBlock,956,384,1522,GasA,1548,1066,2614,0,0,2,1,4,1,TA,2,624,38,243,0,6,2008,240000
20,RL,7064,Inside,Sawyer,1Fam,1Story,5,6,1977,Gable,Plywood,TA,CBlock,560,420,980,GasA,980,0,980,0,0,1,0,3,1,TA,2,484,192,0,0,7,2009,135000
160,FV,2117,Inside,Somerst,TwnhsE,2Story,6,5,2000,Gable,MetalSd,Gd,PConc,420,336,756,GasA,756,756,1512,0,0,2,1,2,1,Gd,2,440,0,32,0,6,2007,168500
60,RL,10400,Inside,NWAmes,1Fam,2Story,6,5,1972,Gable,VinylSd,TA,CBlock,247,485,732,GasA,1012,778,1790,1,0,1,2,4,1,TA,2,484,148,0,0,11,2006,165150
20,RL,10000,Corner,NAmes,1Fam,1Story,6,6,1962,Hip,Wd Sdng,TA,CBlock,0,1116,1116,GasA,1116,0,1116,0,0,1,1,3,1,TA,2,440,0,0,0,2,2010,160000
20,RL,12342,Inside,NAmes,1Fam,1Story,5,5,1960,Hip,Wd Sdng,TA,CBlock,0,978,978,GasA,1422,0,1422,0,0,1,0,3,1,TA,1,286,0,0,36,8,2007,139900
80,RL,9600,Inside,NAmes,1Fam,SLvl,6,6,1955,Gable,AsbShng,TA,CBlock,674,350,1156,GasA,1520,0,1520,1,0,1,0,3,1,TA,1,364,0,0,189,3,2010,153000
60,RL,11606,Inside,NAmes,1Fam,2Story,5,5,1969,Gable,Plywood,TA,PConc,650,390,1040,GasA,1040,1040,2080,0,1,1,2,5,1,Fa,2,504,335,0,0,9,2007,135000
80,RL,9020,Corner,NAmes,1Fam,SLvl,6,5,1964,Gable,Plywood,TA,CBlock,624,288,1248,GasA,1350,0,1350,1,0,1,1,3,1,TA,2,520,176,0,0,6,2008,168500
70,RM,9000,Corner,OldTown,1Fam,2Story,5,6,1880,Gable,VinylSd,TA,BrkTil,0,636,636,GasA,1089,661,1750,0,0,1,0,3,1,Ex,1,240,0,0,293,6,2006,124000
120,RL,4590,Inside,NridgHt,Twnhs,1Story,8,5,2006,Gable,VinylSd,Gd,PConc,24,1530,1554,GasA,1554,0,1554,0,0,2,0,2,1,Gd,2,627,156,73,0,8,2007,209500
20,RL,11900,Inside,NWAmes,1Fam,1Story,7,5,1977,Hip,Plywood,TA,CBlock,822,564,1386,GasA,1411,0,1411,0,0,2,0,3,1,TA,2,544,192,0,0,4,2009,82500
20,RL,9250,Corner,NAmes,1Fam,1Story,5,7,1954,Gable,Wd Sdng,TA,CBlock,480,108,1056,GasA,1056,0,1056,0,1,1,0,3,1,TA,1,260,390,0,0,7,2007,139400
90,RL,6979,Inside,OldTown,Duplex,SFoyer,6,5,1980,Gable,Plywood,TA,CBlock,1056,0,1056,GasA,1056,0,1056,2,0,0,0,0,2,TA,2,576,264,56,0,6,2010,144000
190,RH,10896,Inside,SWISU,2fmCon,2.5Fin,6,7,1914,Hip,VinylSd,Fa,CBlock,256,1184,1440,GasA,1440,1440,3395,0,0,2,0,8,2,Fa,0,0,0,110,0,3,2007,200000
30,RM,6120,Inside,BrkSide,1Fam,1Story,2,3,1936,Gable,AsbShng,Fa,BrkTil,0,264,264,Grav,800,0,800,0,0,1,0,1,1,Fa,0,0,0,0,0,1,2009,60000
190,RM,6000,Inside,OldTown,2fmCon,1.5Fin,5,4,1954,Gable,Wd Sdng,TA,CBlock,0,811,811,GasA,811,576,1387,0,0,2,0,3,2,Gd,1,256,0,0,0,11,2009,93000
30,RL,8777,Inside,Edwards,1Fam,1Story,5,7,1910,Gable,MetalSd,TA,CBlock,0,796,796,GasA,796,0,796,0,0,1,0,2,1,TA,0,0,328,0,164,5,2008,85000
120,RL,3982,Inside,Blmngtn,TwnhsE,1Story,8,5,2006,Hip,VinylSd,Gd,PConc,1154,366,1520,GasA,1567,0,1567,1,0,2,0,1,1,Ex,3,648,312,0,0,10,2006,264561
