MSSubClass,MSZoning,LotArea,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,Exterior1st,MasVnrType,MasVnrArea,Foundation,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,SalePrice
20,RL,12220,Inside,NridgHt,1Fam,1Story,10,5,2009,Hip,CemntBd,BrkFace,305,CBlock,1436,570,2006,Ex,2020,0,2020,1,0,2,3,1,Ex,402861
80,RL,10448,Corner,NWAmes,1Fam,SLvl,6,6,1972,Gable,HdBoard,BrkFace,333,CBlock,0,689,689,TA,1378,741,2119,0,0,2,3,1,TA,158000
60,RL,10208,Inside,NoRidge,1Fam,2Story,7,5,1996,Gable,VinylSd,BrkFace,921,PConc,0,1264,1264,Ex,1277,1067,2344,0,0,2,3,1,Gd,265000
60,RL,9531,CulDSac,CollgCr,1Fam,2Story,6,5,1998,Gable,VinylSd,None,0,PConc,706,88,794,Ex,882,914,1796,1,0,2,3,1,TA,211000
70,RL,10918,Inside,Crawfor,1Fam,2Story,7,9,1926,Gambrel,MetalSd,None,0,BrkTil,0,1276,1276,Ex,1276,804,2080,0,0,1,3,1,Gd,234000
190,RL,10800,Inside,OldTown,2fmCon,2Story,4,7,1900,Gable,MetalSd,None,0,BrkTil,0,0,0,TA,694,600,1294,0,0,2,3,2,TA,106250
20,RL,11988,Corner,NAmes,1Fam,1Story,6,6,1957,Gable,VinylSd,None,0,CBlock,777,467,1244,Ex,1244,0,1244,0,0,1,3,1,TA,150000
50,RM,5000,Corner,BrkSide,1Fam,1.5Fin,6,7,1947,Gable,CemntBd,None,0,CBlock,399,605,1004,Ex,1004,660,1664,0,0,2,3,1,TA,159000
60,RL,40094,Inside,Edwards,1Fam,2Story,10,5,2007,Hip,CemntBd,Stone,762,PConc,2260,878,3138,Ex,3138,1538,4676,1,0,3,3,1,Ex,184750
60,RL,11787,Inside,NoRidge,1Fam,2Story,7,5,1996,Gable,VinylSd,BrkFace,594,PConc,719,660,1379,Ex,1383,1015,2398,1,0,2,3,1,Gd,315750
20,FV,7500,Inside,Somerst,1Fam,1Story,7,5,2005,Gable,VinylSd,None,0,PConc,0,1257,1257,Ex,1266,0,1266,0,0,2,3,1,Gd,176000
20,RL,13300,Inside,NAmes,1Fam,1Story,5,7,1956,Hip,Wd Sdng,None,0,CBlock,377,551,928,TA,928,0,928,0,0,1,2,1,TA,132000
60,RL,14948,Inside,NridgHt,1Fam,2Story,9,5,2008,Hip,VinylSd,Stone,268,PConc,1330,122,1452,Ex,1476,1237,2713,1,0,2,3,1,Ex,446261
30,RL,9098,Inside,Edwards,1Fam,1Story,4,7,1920,Gable,Wd Sdng,None,0,BrkTil,348,180,528,Ex,605,0,605,1,0,1,2,1,TA,86000
20,RL,32668,CulDSac,Crawfor,1Fam,1Story,6,3,1957,Hip,Wd Sdng,NA,NA,PConc,1219,816,2035,TA,2515,0,2515,1,0,3,4,2,TA,200624
80,RL,10200,Inside,Timber,1Fam,SLvl,6,5,1988,Gable,HdBoard,BrkFace,219,CBlock,783,678,1461,Ex,1509,0,1509,1,0,2,3,1,Gd,175000
70,RM,6155,FR3,BrkSide,1Fam,2Story,6,8,1920,Gable,Wd Sdng,None,0,BrkTil,0,611,611,Ex,751,611,1362,0,0,2,3,1,TA,128000
20,RL,7200,Inside,NAmes,1Fam,1Story,5,7,1955,Gable,VinylSd,None,0,Slab,0,0,0,Ex,827,0,827,0,0,1,2,1,TA,107500
20,RL,5000,Inside,BrkSide,1Fam,1Story,1,3,1946,Gable,VinylSd,None,0,Slab,0,0,0,Fa,334,0,334,0,0,1,1,1,Fa,39300
60,RL,9056,Inside,Gilbert,1Fam,2Story,8,5,2004,Gable,VinylSd,None,0,PConc,0,707,707,Ex,707,707,1414,0,0,2,3,1,Gd,178000
190,RL,7000,Inside,Edwards,2fmCon,2Story,5,7,1910,Gable,MetalSd,None,0,CBlock,969,148,1117,TA,820,527,1347,1,0,1,3,1,TA,107500
60,RL,8924,CulDSac,CollgCr,1Fam,2Story,7,5,1998,Gable,VinylSd,None,0,PConc,0,880,880,Ex,880,844,1724,0,0,2,3,1,Gd,188000
20,RL,12735,FR2,NAmes,1Fam,1Story,4,5,1972,Hip,MetalSd,None,0,CBlock,600,264,864,TA,864,0,864,0,0,1,3,1,TA,111250
20,RL,11553,Inside,Sawyer,1Fam,1Story,5,5,1968,Hip,Plywood,BrkFace,188,CBlock,673,378,1051,TA,1159,0,1159,0,0,1,3,1,TA,158000
20,RL,11423,Inside,CollgCr,1Fam,1Story,8,5,2001,Gable,VinylSd,BrkFace,479,PConc,1358,223,1581,Ex,1601,0,1601,1,0,2,3,1,Gd,272000
20,RL,14601,Inside,Timber,1Fam,1Story,9,5,2006,Hip,VinylSd,BrkFace,584,PConc,1260,578,1838,Ex,1838,0,1838,1,0,2,2,1,Ex,315000
60,RL,11000,FR2,NoRidge,1Fam,2Story,8,5,2000,Gable,VinylSd,BrkFace,72,PConc,0,969,969,Ex,997,1288,2285,0,0,2,4,1,Gd,248000
20,RL,10140,Inside,NWAmes,1Fam,1Story,7,5,1998,Hip,VinylSd,None,0,PConc,144,379,1650,Ex,1680,0,1680,1,0,2,3,1,Gd,213250
120,RH,4058,Inside,NAmes,TwnhsE,SFoyer,7,5,1998,Gable,MetalSd,BrkFace,182,PConc,584,0,723,Ex,767,0,767,1,0,1,1,1,TA,133000
60,RL,17104,Inside,Gilbert,1Fam,2Story,7,5,2006,Gable,VinylSd,None,0,PConc,554,100,654,Ex,664,832,1496,1,0,2,3,1,Gd,179665
50,RL,13837,Corner,NWAmes,1Fam,1.5Fin,7,5,1988,Gable,HdBoard,BrkFace,178,PConc,1002,0,1204,Gd,1377,806,2183,0,0,2,4,1,Gd,229000
50,RL,8737,Inside,BrkSide,1Fam,1.5Fin,6,7,1923,Gable,BrkFace,None,0,BrkTil,300,765,1065,Ex,915,720,1635,0,0,1,3,1,TA,210000
85,RL,7244,Inside,Mitchel,1Fam,SFoyer,5,7,1970,Gable,VinylSd,None,0,CBlock,619,149,768,Ex,768,0,768,1,0,1,2,1,TA,129500
20,RM,8235,Inside,OldTown,1Fam,1Story,5,7,1955,Gable,MetalSd,None,0,CBlock,180,0,825,TA,825,0,825,1,0,1,2,1,TA,125000
60,FV,9375,Inside,Somerst,1Fam,2Story,7,5,2003,Gable,VinylSd,None,0,PConc,0,912,912,Ex,912,1182,2094,0,0,2,4,1,Gd,263000
120,RL,4043,Inside,NPkVill,TwnhsE,1Story,6,6,1977,Gable,Plywood,None,0,CBlock,559,510,1069,TA,1069,0,1069,0,0,2,2,1,TA,140000
20,RM,6000,Inside,OldTown,1Fam,1Story,5,6,1957,Hip,BrkFace,None,0,CBlock,308,620,928,Gd,928,0,928,0,0,1,3,1,TA,112500
20,RL,11146,Inside,NridgHt,1Fam,1Story,8,5,2006,Gable,VinylSd,Stone,250,PConc,0,1709,1709,Ex,1717,0,1717,0,0,2,3,1,Gd,255500
20,RL,8777,Inside,Edwards,1Fam,1Story,4,5,1949,Gable,VinylSd,None,0,CBlock,0,0,0,Ex,1126,0,1126,0,0,2,2,1,Gd,108000
60,RL,10625,Inside,NridgHt,1Fam,2Story,7,5,2003,Gable,VinylSd,BrkFace,292,PConc,866,132,998,Ex,1006,1040,2046,1,0,2,3,1,Gd,284000
45,RM,6380,Inside,BrkSide,1Fam,1.5Unf,5,6,1922,Gable,MetalSd,None,0,BrkTil,0,993,993,TA,1048,0,1048,0,0,1,2,1,TA,113000
20,RL,14850,Inside,NAmes,1Fam,1Story,5,5,1957,Gable,Wd Sdng,None,0,CBlock,895,197,1092,TA,1092,0,1092,1,0,1,2,1,TA,141000
50,C (all),11040,Inside,IDOTRR,1Fam,1.5Fin,4,6,1920,Gable,MetalSd,None,0,CBlock,637,0,637,Gd,897,439,1336,0,0,1,3,1,TA,108000
60,RL,21872,FR2,Gilbert,1Fam,2Story,7,5,1996,Gable,HdBoard,None,0,PConc,604,125,729,Ex,729,717,1446,0,1,2,3,1,TA,175000
120,RL,3196,Inside,Blmngtn,TwnhsE,1Story,7,5,2003,Gable,VinylSd,BrkFace,18,PConc,0,1374,1374,Ex,1557,0,1557,0,0,2,2,1,Gd,234000
20,RL,11341,Inside,Sawyer,1Fam,1Story,5,6,1957,Hip,Wd Sdng,BrkFace,180,CBlock,1302,90,1392,TA,1392,0,1392,1,0,1,3,1,TA,121500
20,RL,10010,Inside,Mitchel,1Fam,1Story,5,5,1974,Gable,HdBoard,None,0,CBlock,1071,195,1389,Gd,1389,0,1389,1,0,1,2,1,TA,170000
30,RL,13907,Inside,Edwards,1Fam,1Story,5,6,1940,Gable,WdShing,None,0,CBlock,290,706,996,Ex,996,0,996,1,0,1,3,1,TA,108000
50,RL,21780,Inside,Edwards,1Fam,1.5Fin,6,7,1918,Gable,Wd Sdng,None,0,BrkTil,0,1163,1163,Ex,1163,511,1674,0,0,2,4,1,TA,185000
60,RL,13346,CulDSac,NoRidge,1Fam,2Story,7,5,1992,Gable,HdBoard,None,0,PConc,728,367,1095,Ex,1166,1129,2295,1,0,2,4,1,Gd,268000
70,RL,6858,Corner,SWISU,1Fam,2Story,6,4,1915,Gable,Wd Sdng,None,0,PConc,0,806,806,TA,841,806,1647,1,0,1,4,1,Fa,128000
60,RL,11198,Inside,StoneBr,1Fam,2Story,9,5,2005,Hip,VinylSd,BrkFace,245,PConc,0,1122,1122,Ex,1134,1370,2504,0,0,2,4,1,Ex,325000
20,RL,10171,Inside,NridgHt,1Fam,1Story,7,5,2004,Gable,VinylSd,BrkFace,168,PConc,2,1515,1517,Ex,1535,0,1535,0,0,2,3,1,Gd,214000
50,RL,12327,Inside,SawyerW,1Fam,1.5Fin,8,8,1983,Gable,Wd Sdng,None,0,CBlock,1441,55,1496,Ex,1496,636,2132,1,0,1,1,1,Gd,316600
90,RL,7032,Corner,NAmes,Duplex,SFoyer,5,5,1979,Gable,MetalSd,None,0,CBlock,943,0,943,TA,943,0,943,1,0,1,2,1,TA,135960
90,RL,13101,Inside,NAmes,Duplex,1Story,5,5,1965,Gable,HdBoard,BrkFace,108,CBlock,231,1497,1728,TA,1728,0,1728,0,0,2,6,2,TA,142600
20,RL,7332,Inside,NAmes,1Fam,1Story,6,6,1959,Gable,WdShing,BrkFace,207,CBlock,414,450,864,Ex,864,0,864,1,0,1,2,1,Gd,120000
60,RL,13159,Corner,Timber,1Fam,2Story,7,5,2009,Gable,VinylSd,None,0,PConc,0,846,846,Gd,846,846,1692,0,0,2,3,1,Gd,224500
80,RL,9967,Inside,Gilbert,1Fam,SLvl,7,5,2000,Gable,VinylSd,None,0,PConc,0,384,384,Ex,774,656,1430,0,0,2,3,1,TA,170000
80,RL,10500,FR2,NAmes,1Fam,SLvl,5,7,1971,Gambrel,MetalSd,BrkFace,82,CBlock,349,23,372,TA,576,533,1109,0,1,1,3,1,TA,139000
50,RL,8480,Inside,NAmes,1Fam,1.5Fin,5,5,1947,Gable,MetalSd,None,0,CBlock,442,390,832,TA,832,384,1216,0,0,1,2,1,TA,118500
50,RL,6292,Inside,SWISU,1Fam,1.5Fin,7,7,1928,Gable,Wd Sdng,None,0,BrkTil,0,861,861,Gd,877,600,1477,0,1,2,3,1,TA,145000
80,RL,11777,Inside,Sawyer,1Fam,SLvl,5,6,1966,Gable,VinylSd,BrkFace,97,CBlock,328,285,1164,Ex,1320,0,1320,1,0,1,3,1,TA,164500
160,FV,3604,Corner,Somerst,TwnhsE,2Story,7,5,2007,Gable,VinylSd,None,0,PConc,0,689,689,Ex,703,689,1392,0,0,2,2,1,Gd,146000
50,RM,12150,Inside,OldTown,1Fam,1.5Fin,5,5,1954,Gable,MetalSd,BrkFace,335,BrkTil,0,1050,1050,Ex,1050,745,1795,0,0,2,4,1,TA,131500
20,RL,14585,CulDSac,NAmes,1Fam,1Story,6,6,1960,Gable,Wd Sdng,BrkFace,85,CBlock,594,331,1144,Ex,1429,0,1429,0,1,1,3,1,Gd,181900
20,RL,12704,Inside,NridgHt,1Fam,1Story,8,5,2008,Hip,VinylSd,BrkFace,306,PConc,0,2042,2042,Ex,2042,0,2042,0,0,2,3,1,Ex,253293
90,RL,11841,Inside,Edwards,Duplex,SFoyer,6,5,1990,Gable,HdBoard,BrkFace,104,CBlock,816,0,816,TA,816,0,816,1,0,1,3,1,TA,118500
75,RM,13500,Inside,OldTown,1Fam,2.5Unf,10,9,1893,Gable,Wd Sdng,None,0,BrkTil,0,1237,1237,Gd,1521,1254,2775,0,0,3,3,1,Gd,325000
50,RM,6120,Inside,BrkSide,1Fam,1.5Fin,4,7,1935,Gable,AsbShng,None,0,BrkTil,0,884,884,Ex,989,584,1573,0,0,1,3,1,Gd,133000
20,RL,11443,Inside,Timber,1Fam,1Story,8,5,2005,Hip,VinylSd,BrkFace,208,PConc,1460,408,1868,Ex,2028,0,2028,1,0,2,2,1,Gd,369900
30,RL,10267,Inside,BrkSide,1Fam,1Story,6,7,1918,Gable,Stucco,None,0,BrkTil,210,0,816,Ex,838,0,838,1,0,1,2,1,Fa,130000
85,RL,8740,Inside,Sawyer,1Fam,SFoyer,5,6,1982,Hip,HdBoard,None,0,CBlock,672,168,840,TA,860,0,860,1,0,1,2,1,TA,137000
20,RL,25095,Inside,ClearCr,1Fam,1Story,5,8,1968,Flat,Wd Sdng,None,0,CBlock,1324,113,1437,Ex,1473,0,1473,2,0,1,1,1,Ex,143000
40,RM,9100,Inside,BrkSide,1Fam,1Story,5,6,1930,Gable,VinylSd,None,0,BrkTil,0,742,742,TA,779,0,935,0,0,1,2,1,TA,79500
60,RL,8320,Inside,CollgCr,1Fam,2Story,7,5,2004,Gable,VinylSd,None,0,PConc,490,280,770,Ex,770,812,1582,0,0,2,3,1,Gd,185900
60,RL,13478,Corner,NridgHt,1Fam,2Story,10,5,2008,Gable,CemntBd,Stone,420,PConc,1338,384,1722,Ex,1728,568,2296,1,0,2,3,1,Ex,451950
20,RL,6600,Inside,Mitchel,1Fam,1Story,5,8,1982,Gable,HdBoard,None,0,PConc,816,0,816,Ex,816,0,816,1,0,1,2,1,TA,138000
120,RM,4435,Inside,CollgCr,TwnhsE,1Story,6,5,2003,Gable,VinylSd,BrkFace,170,PConc,685,163,848,Ex,848,0,848,1,0,1,1,1,Gd,140000
20,RL,7990,Inside,CollgCr,1Fam,1Story,5,6,1975,Hip,HdBoard,None,0,CBlock,0,924,924,TA,924,0,924,0,0,1,3,1,TA,110000
20,RL,11302,Inside,StoneBr,1Fam,1Story,8,5,2005,Gable,VinylSd,BrkFace,238,PConc,1422,392,1814,Ex,1826,0,1826,1,0,2,3,1,Gd,319000
70,RM,3600,Inside,OldTown,1Fam,2Story,6,7,1910,Gable,VinylSd,None,0,CBlock,0,684,684,Ex,684,684,1368,0,0,1,3,1,TA,114504
120,RL,3922,Inside,Blmngtn,TwnhsE,1Story,7,5,2006,Gable,VinylSd,BrkFace,72,PConc,0,1258,1258,Ex,1402,0,1402,0,2,0,2,1,Gd,194201
20,RL,12984,Inside,Crawfor,1Fam,1Story,5,6,1977,Gable,Plywood,BrkFace,459,CBlock,1283,0,1430,Ex,1647,0,1647,1,0,2,3,1,Gd,217500
160,RM,1950,Inside,Blueste,Twnhs,2Story,6,6,1980,Gable,MetalSd,None,0,CBlock,81,23,716,TA,716,840,1556,1,0,2,3,1,TA,151000
60,RL,10927,Inside,NridgHt,1Fam,2Story,8,5,2005,Gable,VinylSd,BrkFace,280,PConc,546,512,1058,Ex,1058,846,1904,1,0,2,3,1,Ex,275000
50,RM,9000,Inside,IDOTRR,1Fam,1.5Fin,6,6,1937,Gable,Wd Sdng,None,0,PConc,0,780,780,TA,780,595,1375,0,0,1,3,1,Gd,141000
60,RL,10041,Inside,SawyerW,1Fam,2Story,8,5,1992,Gable,HdBoard,None,0,PConc,789,119,908,Ex,927,988,1915,1,0,2,3,1,Gd,220000
160,FV,3182,Inside,Somerst,TwnhsE,2Story,7,5,2004,Gable,MetalSd,None,0,PConc,0,600,600,Ex,600,600,1200,0,0,2,2,1,Gd,151000
20,RL,12803,Inside,CollgCr,1Fam,1Story,7,5,2002,Gable,VinylSd,BrkFace,99,PConc,922,572,1494,Ex,1494,0,1494,1,0,2,3,1,Gd,221000
60,RL,13600,Inside,NAmes,1Fam,2Story,7,6,1965,Gable,HdBoard,BrkFace,176,CBlock,454,314,768,TA,1186,800,1986,0,0,2,3,1,TA,205000
20,RL,12464,Corner,CollgCr,1Fam,1Story,5,5,1996,Gable,VinylSd,None,0,PConc,732,308,1040,Gd,1040,0,1040,1,0,1,3,1,Gd,152000
20,RL,7800,Inside,Edwards,1Fam,2Story,5,8,1948,Gable,MetalSd,None,0,CBlock,603,293,896,Ex,1112,896,2008,1,0,3,3,1,Ex,225000
70,RL,12168,Inside,Crawfor,1Fam,2Story,8,6,1934,Gable,BrkFace,None,0,PConc,428,537,965,TA,1940,1254,3194,0,0,2,4,1,TA,359100
20,RL,7943,Inside,Sawyer,1Fam,1Story,4,5,1961,Gable,VinylSd,BrkCmn,192,CBlock,903,126,1029,Gd,1029,0,1029,1,0,1,3,1,TA,118500
60,RL,11050,Inside,CollgCr,1Fam,2Story,9,5,2000,Hip,VinylSd,BrkFace,204,PConc,904,536,1440,Ex,1476,677,2153,1,0,2,3,1,Ex,313000
80,RL,10395,FR2,NWAmes,1Fam,SLvl,6,6,1978,Gable,HdBoard,BrkFace,233,CBlock,605,427,1032,TA,1032,0,1032,0,1,2,3,1,TA,148000
60,RL,11885,Inside,CollgCr,1Fam,2Story,8,5,2001,Gable,VinylSd,BrkFace,108,PConc,990,309,1299,Ex,1299,573,1872,1,0,2,3,1,Ex,261500
20,RL,8402,Inside,Mitchel,1Fam,1Story,5,5,2007,Gable,VinylSd,None,0,PConc,206,914,1120,Ex,1120,0,1120,0,0,1,3,1,TA,147000
180,RM,1491,Inside,MeadowV,TwnhsE,SFoyer,4,6,1972,Gable,CemntBd,None,0,CBlock,150,0,630,Ex,630,0,630,1,0,1,1,1,TA,75500
85,RL,8800,Inside,NAmes,1Fam,SFoyer,6,7,1963,Gable,MetalSd,BrkFace,156,PConc,763,173,936,Ex,1054,0,1054,1,0,1,3,1,Gd,137500
60,RL,7861,Inside,Gilbert,1Fam,2Story,6,5,2002,Gable,VinylSd,None,0,PConc,457,326,783,Ex,807,702,1509,1,0,2,3,1,Gd,183200
45,RL,7227,Corner,NAmes,1Fam,1.5Unf,6,6,1954,Gable,MetalSd,None,0,CBlock,0,832,832,Gd,832,0,832,0,0,1,2,1,Gd,105500
20,RL,11694,Inside,NridgHt,1Fam,1Story,9,5,2007,Hip,CemntBd,BrkFace,452,PConc,48,1774,1822,Ex,1828,0,1828,0,0,2,3,1,Gd,314813
60,RL,12244,Inside,Timber,1Fam,2Story,8,5,2003,Hip,VinylSd,Stone,226,PConc,871,611,1482,Ex,1482,780,2262,1,0,2,4,1,Gd,305000
30,RL,8248,Inside,Edwards,1Fam,1Story,3,3,1914,Gable,Stucco,None,0,BrkTil,41,823,864,TA,864,0,864,1,0,1,2,1,TA,67000
60,RL,10800,Inside,NWAmes,1Fam,2Story,6,7,1974,Gable,HdBoard,None,0,CBlock,956,384,1522,TA,1548,1066,2614,0,0,2,4,1,TA,240000
20,RL,7064,Inside,Sawyer,1Fam,1Story,5,6,1977,Gable,Plywood,BrkFace,153,CBlock,560,420,980,TA,980,0,980,0,0,1,3,1,TA,135000
160,FV,2117,Inside,Somerst,TwnhsE,2Story,6,5,2000,Gable,MetalSd,BrkFace,513,PConc,420,336,756,Ex,756,756,1512,0,0,2,2,1,Gd,168500
60,RL,10400,Inside,NWAmes,1Fam,2Story,6,5,1972,Gable,VinylSd,None,288,CBlock,247,485,732,Gd,1012,778,1790,1,0,1,4,1,TA,165150
20,RL,10000,Corner,NAmes,1Fam,1Story,6,6,1962,Hip,Wd Sdng,BrkFace,261,CBlock,0,1116,1116,TA,1116,0,1116,0,0,1,3,1,TA,160000
20,RL,12342,Inside,NAmes,1Fam,1Story,5,5,1960,Hip,Wd Sdng,None,0,CBlock,0,978,978,TA,1422,0,1422,0,0,1,3,1,TA,139900
80,RL,9600,Inside,NAmes,1Fam,SLvl,6,6,1955,Gable,AsbShng,BrkFace,164,CBlock,674,350,1156,Ex,1520,0,1520,1,0,1,3,1,TA,153000
60,RL,11606,Inside,NAmes,1Fam,2Story,5,5,1969,Gable,Plywood,BrkFace,192,PConc,650,390,1040,TA,1040,1040,2080,0,1,1,5,1,Fa,135000
80,RL,9020,Corner,NAmes,1Fam,SLvl,6,5,1964,Gable,Plywood,BrkFace,259,CBlock,624,288,1248,TA,1350,0,1350,1,0,1,3,1,TA,168500
70,RM,9000,Corner,OldTown,1Fam,2Story,5,6,1880,Gable,VinylSd,None,0,BrkTil,0,636,636,TA,1089,661,1750,0,0,1,3,1,Ex,124000
120,RL,4590,Inside,NridgHt,Twnhs,1Story,8,5,2006,Gable,VinylSd,Stone,108,PConc,24,1530,1554,Ex,1554,0,1554,0,0,2,2,1,Gd,209500
20,RL,11900,Inside,NWAmes,1Fam,1Story,7,5,1977,Hip,Plywood,BrkFace,209,CBlock,822,564,1386,TA,1411,0,1411,0,0,2,3,1,TA,82500
20,RL,9250,Corner,NAmes,1Fam,1Story,5,7,1954,Gable,Wd Sdng,None,0,CBlock,480,108,1056,TA,1056,0,1056,0,1,1,3,1,TA,139400
90,RL,6979,Inside,OldTown,Duplex,SFoyer,6,5,1980,Gable,Plywood,None,0,CBlock,1056,0,1056,Gd,1056,0,1056,2,0,0,0,2,TA,144000
190,RH,10896,Inside,SWISU,2fmCon,2.5Fin,6,7,1914,Hip,VinylSd,None,0,CBlock,256,1184,1440,Ex,1440,1440,3395,0,0,2,8,2,Fa,200000
30,RM,6120,Inside,BrkSide,1Fam,1Story,2,3,1936,Gable,AsbShng,None,0,BrkTil,0,264,264,Fa,800,0,800,0,0,1,1,1,Fa,60000
190,RM,6000,Inside,OldTown,2fmCon,1.5Fin,5,4,1954,Gable,Wd Sdng,None,0,CBlock,0,811,811,TA,811,576,1387,0,0,2,3,2,Gd,93000
30,RL,8777,Inside,Edwards,1Fam,1Story,5,7,1910,Gable,MetalSd,None,0,CBlock,0,796,796,Gd,796,0,796,0,0,1,2,1,TA,85000
120,RL,3982,Inside,Blmngtn,TwnhsE,1Story,8,5,2006,Hip,VinylSd,None,0,PConc,1154,366,1520,Ex,1567,0,1567,1,0,2,1,1,Ex,264561
120,RL,12677,Inside,NridgHt,TwnhsE,1Story,8,5,2003,Hip,MetalSd,BrkFace,472,PConc,1218,300,1518,Ex,1518,0,1518,0,0,1,1,1,Ex,274000
60,FV,7050,Inside,Somerst,1Fam,2Story,7,5,2001,Gable,VinylSd,None,0,PConc,738,319,1057,Ex,1057,872,1929,1,0,2,3,1,Gd,226000
80,RL,13860,Inside,NAmes,1Fam,SLvl,8,7,1972,Gable,Plywood,None,0,CBlock,1410,542,1952,Gd,2000,704,2704,1,0,2,4,1,Ex,345000
60,RL,10793,Inside,NWAmes,1Fam,2Story,5,5,1969,Mansard,WdShing,BrkFace,263,CBlock,493,0,780,Ex,780,840,1620,0,0,2,4,1,TA,152000
20,FV,9187,Inside,Somerst,1Fam,1Story,9,5,2009,Gable,CemntBd,Stone,162,PConc,1121,645,1766,Ex,1766,0,1766,1,0,2,2,1,Ex,370878
20,RL,10530,Corner,NAmes,1Fam,1Story,6,5,1971,Hip,Plywood,None,0,CBlock,282,664,981,TA,981,0,981,1,0,1,3,1,TA,143250
20,RL,7200,Inside,NAmes,1Fam,1Story,5,5,1950,Hip,MetalSd,None,0,CBlock,0,0,0,Gd,1048,0,1048,0,0,1,3,1,TA,98300
20,RL,10452,Inside,Edwards,1Fam,1Story,6,5,1953,Hip,Wd Sdng,Stone,216,CBlock,500,594,1094,Ex,1094,0,1094,0,0,1,3,1,TA,155000
60,RL,7700,Inside,NAmes,1Fam,2Story,6,5,1966,Gable,MetalSd,BrkFace,351,CBlock,0,756,756,TA,1051,788,1839,0,0,1,4,1,TA,155000
180,RM,1936,Inside,MeadowV,Twnhs,SFoyer,4,6,1970,Gable,CemntBd,None,0,CBlock,131,0,630,Gd,630,0,630,1,0,1,1,1,TA,84500
60,FV,8125,Inside,Somerst,1Fam,2Story,7,6,2007,Gable,CemntBd,NA,NA,PConc,0,813,813,Ex,822,843,1665,0,0,2,3,1,Gd,205950
70,RL,9084,Inside,Edwards,1Fam,2Story,4,5,1940,Gable,MetalSd,None,0,CBlock,0,755,755,TA,755,755,1510,1,0,1,4,1,TA,108000
60,RL,8750,Inside,CollgCr,1Fam,2Story,7,5,1996,Gable,VinylSd,None,0,PConc,0,880,880,Ex,909,807,1716,0,0,2,2,1,Gd,191000
50,RM,10320,Inside,IDOTRR,1Fam,1.5Fin,6,7,1906,Gable,MetalSd,None,0,CBlock,0,756,756,Ex,756,713,1469,0,0,1,3,1,TA,135000
20,RL,10437,Inside,NoRidge,1Fam,1Story,8,6,1995,Hip,MetalSd,BrkFace,660,PConc,1696,413,2109,Ex,2113,0,2113,1,0,2,2,1,Gd,350000
160,RM,1680,Inside,BrDale,Twnhs,2Story,6,5,1971,Gable,HdBoard,BrkFace,381,CBlock,0,525,525,TA,525,567,1092,0,0,1,3,1,TA,88000
20,RL,10007,Inside,NAmes,1Fam,1Story,5,7,1959,Gable,HdBoard,BrkFace,54,CBlock,806,247,1053,Ex,1053,0,1053,1,0,1,3,1,Gd,145500
70,RL,7200,Inside,Crawfor,1Fam,2Story,7,6,1931,Gable,Stucco,None,0,BrkTil,0,776,776,TA,851,651,1502,0,0,1,3,1,TA,149000
50,RL,17503,Inside,NAmes,1Fam,1.5Fin,6,5,1948,Gable,VinylSd,None,0,CBlock,0,912,912,TA,912,546,1458,0,1,1,3,1,TA,97500
20,RL,9937,Corner,Edwards,1Fam,1Story,5,7,1964,Hip,MetalSd,None,0,PConc,637,849,1486,Ex,1486,0,1486,1,0,1,3,1,TA,167000
60,RL,12384,CulDSac,NWAmes,1Fam,2Story,7,7,1976,Gable,Plywood,BrkFace,233,CBlock,0,793,793,TA,1142,793,1935,0,0,2,3,1,TA,197900
60,RL,46589,CulDSac,NoRidge,1Fam,2Story,8,7,1994,Hip,VinylSd,BrkFace,528,PConc,1361,88,1629,Ex,1686,762,2448,1,0,2,4,1,Gd,402000
20,RL,13560,Corner,NAmes,1Fam,1Story,6,3,1968,Hip,Wd Sdng,BrkFace,216,CBlock,0,1392,1392,Gd,1392,0,1392,1,0,1,2,1,TA,110000
85,RL,10012,Inside,Edwards,1Fam,SFoyer,4,5,1972,Gable,Plywood,None,0,CBlock,920,38,1138,TA,1181,0,1181,1,0,2,3,1,TA,137500
20,RL,20896,CulDSac,Somerst,1Fam,1Story,8,5,2005,Gable,VinylSd,None,0,PConc,1721,356,2077,Ex,2097,0,2097,1,0,1,1,1,Ex,423000
60,RL,11194,Corner,Gilbert,1Fam,2Story,8,5,2000,Gable,VinylSd,BrkFace,40,PConc,0,1406,1406,Ex,1454,482,1936,0,0,2,3,1,Gd,230500
60,RL,18450,Inside,NAmes,1Fam,2Story,6,5,1965,Flat,Plywood,BrkCmn,113,CBlock,187,111,1021,TA,1465,915,2380,0,0,2,3,1,TA,129000
20,RL,8125,Inside,SawyerW,1Fam,1Story,6,5,1994,Gable,HdBoard,BrkFace,258,PConc,1138,270,1408,Ex,1679,0,1679,1,0,2,3,1,Gd,193500
20,RL,14175,Corner,Sawyer,1Fam,1Story,5,6,1956,Gable,CemntBd,None,0,CBlock,988,200,1188,Gd,1437,0,1437,1,0,1,3,1,TA,168000
